GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH1OE001,AH1OE002,AH1OE003,AH1OE004,AH1OE005,AH1OE006,AH1OE007,AH1OE008,AH1OE009,AH1OE010,AH1OE011,AH1OE012,AH1OE013,AH1OE014,AH1OE015,AH1OE016,AH1OE017,NAME_M,AH1OM001,AH1OM002,AH1OM003,AH1OM004,AH1OM005,AH1OM006,AH1OM007,AH1OM008,AH1OM009,AH1OM010,AH1OM011,AH1OM012,AH1OM013,AH1OM014,AH1OM015,AH1OM016,AH1OM017
"G12010500118331","2013-2017",,,"Florida","12","Polk County","105",,,"011833","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.33, Polk County, Florida",1416,70,35,32,27,38,29,14,0,11,106,177,233,395,70,68,111,"Block Group 1, Census Tract 118.33, Polk County, Florida",162,66,56,37,35,43,42,23,13,19,91,105,134,142,49,68,85
"G12010500118332","2013-2017",,,"Florida","12","Polk County","105",,,"011833","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.33, Polk County, Florida",1030,13,0,35,33,12,44,38,7,15,65,41,141,211,145,98,132,"Block Group 2, Census Tract 118.33, Polk County, Florida",162,21,13,37,36,22,50,47,13,24,70,39,75,99,71,83,73
"G12010500118341","2013-2017",,,"Florida","12","Polk County","105",,,"011834","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.34, Polk County, Florida",718,32,13,0,0,15,22,26,46,0,10,76,246,112,15,42,63,"Block Group 1, Census Tract 118.34, Polk County, Florida",109,35,20,13,13,25,32,32,54,13,18,53,113,65,27,46,54
"G12010500118342","2013-2017",,,"Florida","12","Polk County","105",,,"011834","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.34, Polk County, Florida",614,0,0,0,0,0,41,0,0,16,47,15,182,91,58,66,98,"Block Group 2, Census Tract 118.34, Polk County, Florida",135,13,13,13,13,13,40,13,13,26,39,24,110,58,78,56,79
"G12010500118343","2013-2017",,,"Florida","12","Polk County","105",,,"011834","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 118.34, Polk County, Florida",916,86,15,28,57,18,39,43,37,151,42,175,111,64,16,17,17,"Block Group 3, Census Tract 118.34, Polk County, Florida",200,70,25,33,76,28,34,50,38,117,38,107,69,54,26,27,24
"G12010500118351","2013-2017",,,"Florida","12","Polk County","105",,,"011835","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.35, Polk County, Florida",824,9,0,24,16,49,11,17,40,12,50,43,88,126,100,130,109,"Block Group 1, Census Tract 118.35, Polk County, Florida",90,13,13,22,17,55,17,20,39,18,46,28,42,47,49,52,58
"G12010500118352","2013-2017",,,"Florida","12","Polk County","105",,,"011835","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.35, Polk County, Florida",740,25,9,35,19,17,55,17,44,0,27,82,180,69,28,63,70,"Block Group 2, Census Tract 118.35, Polk County, Florida",76,22,14,26,21,19,34,19,38,13,34,50,60,41,25,44,42
"G12010500118361","2013-2017",,,"Florida","12","Polk County","105",,,"011836","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.36, Polk County, Florida",857,0,5,4,0,19,61,33,32,30,36,116,188,137,74,71,51,"Block Group 1, Census Tract 118.36, Polk County, Florida",105,13,7,6,13,21,50,31,26,42,33,67,89,67,61,49,30
"G12010500118362","2013-2017",,,"Florida","12","Polk County","105",,,"011836","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.36, Polk County, Florida",557,4,0,31,44,99,25,38,24,45,47,30,67,31,0,25,47,"Block Group 2, Census Tract 118.36, Polk County, Florida",117,7,13,48,46,65,26,48,28,52,50,24,57,37,13,28,51
"G12010500119011","2013-2017",,,"Florida","12","Polk County","105",,,"011901","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.01, Polk County, Florida",880,61,46,51,78,89,55,73,60,20,51,128,72,86,0,0,10,"Block Group 1, Census Tract 119.01, Polk County, Florida",90,48,43,30,60,56,43,44,38,20,32,60,37,46,13,13,16
"G12010500119012","2013-2017",,,"Florida","12","Polk County","105",,,"011901","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 119.01, Polk County, Florida",805,36,42,0,73,125,64,132,35,14,31,101,54,45,16,37,0,"Block Group 2, Census Tract 119.01, Polk County, Florida",113,27,36,13,55,74,45,86,31,21,31,55,30,34,25,30,13
"G12010500119021","2013-2017",,,"Florida","12","Polk County","105",,,"011902","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.02, Polk County, Florida",256,11,0,16,0,11,0,8,63,0,10,33,72,8,24,0,0,"Block Group 1, Census Tract 119.02, Polk County, Florida",76,17,13,19,13,17,13,13,66,13,15,25,51,12,38,13,13
"G12010500119022","2013-2017",,,"Florida","12","Polk County","105",,,"011902","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 119.02, Polk County, Florida",965,47,20,74,38,35,104,41,86,61,98,90,153,52,58,8,0,"Block Group 2, Census Tract 119.02, Polk County, Florida",122,52,22,57,29,46,69,41,45,39,55,49,71,55,47,13,13
"G12010500119081","2013-2017",,,"Florida","12","Polk County","105",,,"011908","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.08, Polk County, Florida",303,0,0,10,9,17,18,9,12,13,47,34,79,29,19,7,0,"Block Group 1, Census Tract 119.08, Polk County, Florida",61,13,13,15,14,25,21,15,19,15,45,27,44,24,23,11,13
"G12010500119082","2013-2017",,,"Florida","12","Polk County","105",,,"011908","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 119.08, Polk County, Florida",1226,40,60,157,17,45,108,106,181,60,122,97,119,61,17,11,25,"Block Group 2, Census Tract 119.08, Polk County, Florida",141,37,57,80,20,49,69,66,110,49,67,56,74,50,20,13,27
"G12010500119091","2013-2017",,,"Florida","12","Polk County","105",,,"011909","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.09, Polk County, Florida",978,9,8,25,9,25,15,34,32,30,146,90,155,78,158,67,97,"Block Group 1, Census Tract 119.09, Polk County, Florida",84,13,12,40,13,40,17,43,26,38,82,51,65,52,70,36,66
"G12010500119101","2013-2017",,,"Florida","12","Polk County","105",,,"011910","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.10, Polk County, Florida",489,24,19,13,18,24,50,29,0,41,32,115,21,43,23,8,29,"Block Group 1, Census Tract 119.10, Polk County, Florida",58,29,15,12,19,19,35,23,13,24,18,49,21,27,20,11,28
"G12010500119111","2013-2017",,,"Florida","12","Polk County","105",,,"011911","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.11, Polk County, Florida",969,11,20,19,40,37,45,45,36,59,95,96,202,108,49,37,70,"Block Group 1, Census Tract 119.11, Polk County, Florida",58,12,18,17,29,33,27,31,22,35,45,40,59,66,37,27,44
"G12010500119121","2013-2017",,,"Florida","12","Polk County","105",,,"011912","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.12, Polk County, Florida",718,24,24,14,25,37,94,24,76,43,61,49,83,37,33,59,35,"Block Group 1, Census Tract 119.12, Polk County, Florida",95,31,21,18,16,34,43,19,50,26,39,33,41,25,19,36,21
"G12010500119131","2013-2017",,,"Florida","12","Polk County","105",,,"011913","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.13, Polk County, Florida",871,49,31,46,77,46,64,71,40,78,98,95,70,77,3,11,15,"Block Group 1, Census Tract 119.13, Polk County, Florida",75,36,29,35,43,34,42,45,26,42,53,45,33,33,6,12,13
"G12010500120011","2013-2017",,,"Florida","12","Polk County","105",,,"012001","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 120.01, Polk County, Florida",1010,32,130,74,57,38,141,113,54,0,130,59,120,9,36,17,0,"Block Group 1, Census Tract 120.01, Polk County, Florida",151,51,89,72,42,49,66,90,34,13,79,40,62,15,41,19,13
"G12010500120012","2013-2017",,,"Florida","12","Polk County","105",,,"012001","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 120.01, Polk County, Florida",840,0,9,82,17,115,23,110,27,65,52,40,81,144,45,17,13,"Block Group 2, Census Tract 120.01, Polk County, Florida",129,13,15,47,20,93,26,63,24,70,31,34,44,88,25,19,12
"G12010500120021","2013-2017",,,"Florida","12","Polk County","105",,,"012002","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 120.02, Polk County, Florida",566,75,36,41,32,49,69,37,26,59,64,29,49,0,0,0,0,"Block Group 1, Census Tract 120.02, Polk County, Florida",107,43,28,39,29,35,41,35,24,39,60,27,47,13,13,13,13
"G12010500120022","2013-2017",,,"Florida","12","Polk County","105",,,"012002","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 120.02, Polk County, Florida",251,29,23,12,53,30,10,8,16,7,19,23,5,0,0,5,11,"Block Group 2, Census Tract 120.02, Polk County, Florida",78,25,27,17,56,38,14,15,18,10,22,20,10,13,13,9,17
"G12010500120023","2013-2017",,,"Florida","12","Polk County","105",,,"012002","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 120.02, Polk County, Florida",428,30,11,23,69,11,46,23,11,24,43,21,40,20,13,15,28,"Block Group 3, Census Tract 120.02, Polk County, Florida",96,27,17,23,65,18,30,25,17,24,52,22,28,22,16,14,24
"G12010500120031","2013-2017",,,"Florida","12","Polk County","105",,,"012003","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 120.03, Polk County, Florida",660,153,44,48,29,20,13,0,106,100,40,13,60,17,0,17,0,"Block Group 1, Census Tract 120.03, Polk County, Florida",174,101,39,57,38,32,20,13,137,85,48,20,55,31,13,26,13
"G12010500120032","2013-2017",,,"Florida","12","Polk County","105",,,"012003","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 120.03, Polk County, Florida",601,14,75,114,73,43,58,25,15,45,48,33,46,0,0,0,12,"Block Group 2, Census Tract 120.03, Polk County, Florida",136,23,78,74,71,40,48,36,24,41,78,40,45,13,13,13,23
"G12010500120033","2013-2017",,,"Florida","12","Polk County","105",,,"012003","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 120.03, Polk County, Florida",1100,66,15,96,76,14,89,58,70,28,46,182,103,36,0,85,136,"Block Group 3, Census Tract 120.03, Polk County, Florida",195,45,24,93,82,22,75,52,76,31,43,107,64,42,13,52,84
"G12010500120041","2013-2017",,,"Florida","12","Polk County","105",,,"012004","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 120.04, Polk County, Florida",1018,42,67,83,59,28,61,92,31,69,67,99,121,60,49,64,26,"Block Group 1, Census Tract 120.04, Polk County, Florida",105,41,59,49,52,24,54,50,38,51,47,64,57,38,38,43,24
"G12010500121111","2013-2017",,,"Florida","12","Polk County","105",,,"012111","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.11, Polk County, Florida",271,0,0,17,0,0,11,12,74,0,34,83,0,29,0,11,0,"Block Group 1, Census Tract 121.11, Polk County, Florida",83,13,13,27,13,13,18,20,80,13,56,52,13,32,13,18,13
"G12010500121112","2013-2017",,,"Florida","12","Polk County","105",,,"012111","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121.11, Polk County, Florida",448,18,12,52,12,18,34,29,71,0,69,24,38,45,0,13,13,"Block Group 2, Census Tract 121.11, Polk County, Florida",110,29,19,42,19,28,54,34,73,13,66,29,34,43,13,21,20
"G12010500121113","2013-2017",,,"Florida","12","Polk County","105",,,"012111","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 121.11, Polk County, Florida",578,0,87,52,0,0,54,26,0,51,41,78,72,13,78,0,26,"Block Group 3, Census Tract 121.11, Polk County, Florida",131,13,86,67,13,13,44,29,13,42,37,70,54,20,72,13,30
"G12010500121114","2013-2017",,,"Florida","12","Polk County","105",,,"012111","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 121.11, Polk County, Florida",927,39,25,37,23,41,60,52,38,42,105,105,145,57,114,0,44,"Block Group 4, Census Tract 121.11, Polk County, Florida",156,37,27,35,25,38,42,42,34,38,63,60,80,45,85,13,53
"G12010500121131","2013-2017",,,"Florida","12","Polk County","105",,,"012113","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.13, Polk County, Florida",1049,15,15,42,66,32,68,46,77,47,138,154,178,111,21,39,0,"Block Group 1, Census Tract 121.13, Polk County, Florida",159,23,22,41,59,38,50,52,56,43,97,81,96,72,27,39,13
"G12010500121132","2013-2017",,,"Florida","12","Polk County","105",,,"012113","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121.13, Polk County, Florida",1060,0,0,0,74,29,17,85,24,73,155,154,261,100,33,44,11,"Block Group 2, Census Tract 121.13, Polk County, Florida",156,13,13,13,44,33,25,83,27,56,99,93,127,64,33,44,17
"G12010500121241","2013-2017",,,"Florida","12","Polk County","105",,,"012124","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.24, Polk County, Florida",535,33,24,35,24,24,41,26,8,41,81,108,72,0,9,0,9,"Block Group 1, Census Tract 121.24, Polk County, Florida",88,23,22,30,22,24,27,22,14,41,41,59,36,13,14,13,13
"G12010500121242","2013-2017",,,"Florida","12","Polk County","105",,,"012124","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121.24, Polk County, Florida",1421,105,112,91,129,103,72,98,57,36,119,134,114,148,49,28,26,"Block Group 2, Census Tract 121.24, Polk County, Florida",126,65,77,65,85,63,44,70,52,30,64,65,65,86,61,16,20
"G12010500121251","2013-2017",,,"Florida","12","Polk County","105",,,"012125","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.25, Polk County, Florida",926,67,90,54,53,51,42,69,98,37,136,82,48,50,23,20,6,"Block Group 1, Census Tract 121.25, Polk County, Florida",77,45,51,36,30,39,24,63,41,23,72,50,36,28,22,15,9
"G12010500121261","2013-2017",,,"Florida","12","Polk County","105",,,"012126","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.26, Polk County, Florida",1045,39,43,10,54,58,23,150,48,15,93,145,194,49,66,18,40,"Block Group 1, Census Tract 121.26, Polk County, Florida",85,33,38,15,38,32,23,76,33,18,62,66,71,32,47,24,50
"G12010500121262","2013-2017",,,"Florida","12","Polk County","105",,,"012126","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121.26, Polk County, Florida",361,21,44,35,0,40,30,0,22,11,20,47,18,21,22,14,16,"Block Group 2, Census Tract 121.26, Polk County, Florida",67,23,33,28,13,27,29,13,24,17,21,28,21,24,21,16,14
"G12010500121271","2013-2017",,,"Florida","12","Polk County","105",,,"012127","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.27, Polk County, Florida",1475,9,29,32,132,83,132,88,99,50,212,85,146,209,43,60,66,"Block Group 1, Census Tract 121.27, Polk County, Florida",166,17,33,26,72,53,73,87,68,41,131,64,94,89,39,52,73
"G12010500121272","2013-2017",,,"Florida","12","Polk County","105",,,"012127","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121.27, Polk County, Florida",902,11,82,39,116,106,48,110,10,109,82,55,85,29,0,20,0,"Block Group 2, Census Tract 121.27, Polk County, Florida",166,18,82,46,93,70,42,80,19,92,55,60,70,35,13,31,13
"G12010500121273","2013-2017",,,"Florida","12","Polk County","105",,,"012127","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 121.27, Polk County, Florida",535,0,0,96,30,44,18,19,18,19,47,37,114,12,19,0,62,"Block Group 3, Census Tract 121.27, Polk County, Florida",158,13,13,100,34,70,29,32,29,27,59,42,84,24,23,13,59
"G12010500121281","2013-2017",,,"Florida","12","Polk County","105",,,"012128","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.28, Polk County, Florida",1482,0,61,44,68,43,99,53,51,33,228,151,325,208,55,63,0,"Block Group 1, Census Tract 121.28, Polk County, Florida",100,13,59,35,48,34,52,46,35,32,79,89,115,91,68,55,13
"G12010500121291","2013-2017",,,"Florida","12","Polk County","105",,,"012129","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.29, Polk County, Florida",681,28,0,31,0,26,59,10,39,61,27,136,92,106,48,18,0,"Block Group 1, Census Tract 121.29, Polk County, Florida",127,33,13,42,13,41,47,20,58,62,31,70,75,97,45,29,13
"G12010500121292","2013-2017",,,"Florida","12","Polk County","105",,,"012129","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121.29, Polk County, Florida",1709,61,11,0,54,104,82,81,99,117,218,217,312,140,140,9,64,"Block Group 2, Census Tract 121.29, Polk County, Florida",143,48,17,13,76,92,70,66,76,110,97,111,126,80,96,16,50
"G12010500122031","2013-2017",,,"Florida","12","Polk County","105",,,"012203","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 122.03, Polk County, Florida",863,77,47,49,30,65,55,73,70,23,96,55,122,41,18,18,24,"Block Group 1, Census Tract 122.03, Polk County, Florida",69,41,36,26,19,35,28,35,41,19,41,29,44,23,17,15,29
"G12010500122041","2013-2017",,,"Florida","12","Polk County","105",,,"012204","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 122.04, Polk County, Florida",317,0,0,0,17,0,0,18,15,14,30,81,64,57,21,0,0,"Block Group 1, Census Tract 122.04, Polk County, Florida",104,13,13,13,28,13,13,28,28,21,25,65,65,55,33,13,13
"G12010500122042","2013-2017",,,"Florida","12","Polk County","105",,,"012204","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 122.04, Polk County, Florida",913,73,59,55,36,19,100,21,121,27,42,159,50,39,85,27,0,"Block Group 2, Census Tract 122.04, Polk County, Florida",141,64,57,51,42,31,58,34,68,33,36,76,62,46,58,44,13
"G12010500122043","2013-2017",,,"Florida","12","Polk County","105",,,"012204","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 122.04, Polk County, Florida",1042,68,0,86,55,109,63,173,62,106,136,39,99,28,0,0,18,"Block Group 3, Census Tract 122.04, Polk County, Florida",216,86,13,112,53,116,86,112,58,90,113,46,101,33,13,13,28
"G12010500122044","2013-2017",,,"Florida","12","Polk County","105",,,"012204","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 122.04, Polk County, Florida",290,21,0,14,51,24,18,20,0,63,22,0,44,13,0,0,0,"Block Group 4, Census Tract 122.04, Polk County, Florida",71,35,13,21,48,38,29,32,13,54,27,13,41,21,13,13,13
"G12010500122051","2013-2017",,,"Florida","12","Polk County","105",,,"012205","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 122.05, Polk County, Florida",509,8,35,30,51,45,0,22,36,41,63,65,59,24,12,3,15,"Block Group 1, Census Tract 122.05, Polk County, Florida",55,11,24,24,33,33,13,22,31,33,49,38,31,21,16,6,21
"G12010500122061","2013-2017",,,"Florida","12","Polk County","105",,,"012206","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 122.06, Polk County, Florida",394,52,20,16,30,0,0,17,19,0,67,62,90,0,21,0,0,"Block Group 1, Census Tract 122.06, Polk County, Florida",115,65,33,26,47,13,13,27,30,13,84,44,49,13,27,13,13
"G12010500122062","2013-2017",,,"Florida","12","Polk County","105",,,"012206","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 122.06, Polk County, Florida",431,11,34,89,0,0,11,0,57,0,17,118,79,0,0,15,0,"Block Group 2, Census Tract 122.06, Polk County, Florida",111,18,38,67,13,13,22,13,73,13,28,77,71,13,13,23,13
"G12010500122063","2013-2017",,,"Florida","12","Polk County","105",,,"012206","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 122.06, Polk County, Florida",583,10,0,19,0,52,61,37,49,33,65,93,83,35,0,20,26,"Block Group 3, Census Tract 122.06, Polk County, Florida",155,15,13,34,13,49,65,54,45,39,80,74,82,30,13,38,34
"G12010500122064","2013-2017",,,"Florida","12","Polk County","105",,,"012206","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 122.06, Polk County, Florida",825,62,48,78,108,29,66,65,49,60,73,53,21,60,53,0,0,"Block Group 4, Census Tract 122.06, Polk County, Florida",177,52,48,66,66,34,76,55,49,53,65,50,32,72,78,13,13
"G12010500123031","2013-2017",,,"Florida","12","Polk County","105",,,"012303","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.03, Polk County, Florida",355,0,0,0,81,0,9,39,0,38,66,30,55,1,27,0,9,"Block Group 1, Census Tract 123.03, Polk County, Florida",84,13,13,13,44,13,14,41,13,32,62,26,40,6,26,13,13
"G12010500123032","2013-2017",,,"Florida","12","Polk County","105",,,"012303","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 123.03, Polk County, Florida",1003,61,13,59,35,28,30,37,36,9,69,115,217,117,72,71,34,"Block Group 2, Census Tract 123.03, Polk County, Florida",97,62,21,50,30,26,28,34,29,15,43,58,86,69,44,44,34
"G12010500123041","2013-2017",,,"Florida","12","Polk County","105",,,"012304","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.04, Polk County, Florida",770,79,10,25,31,8,17,9,105,30,62,63,112,93,42,76,8,"Block Group 1, Census Tract 123.04, Polk County, Florida",105,57,15,41,47,13,19,14,78,28,57,42,55,58,38,49,12
"G12010500123042","2013-2017",,,"Florida","12","Polk County","105",,,"012304","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 123.04, Polk County, Florida",983,18,0,36,34,48,8,26,32,16,81,90,161,176,93,95,69,"Block Group 2, Census Tract 123.04, Polk County, Florida",118,20,13,37,41,27,14,34,29,17,59,44,68,66,53,51,48
"G12010500123051","2013-2017",,,"Florida","12","Polk County","105",,,"012305","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.05, Polk County, Florida",578,54,75,69,31,61,32,9,21,11,45,43,70,28,25,4,0,"Block Group 1, Census Tract 123.05, Polk County, Florida",53,31,38,38,19,37,25,11,18,12,23,21,31,20,17,8,13
"G12010500123061","2013-2017",,,"Florida","12","Polk County","105",,,"012306","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.06, Polk County, Florida",768,28,5,43,30,59,51,33,85,33,71,60,94,89,55,15,17,"Block Group 1, Census Tract 123.06, Polk County, Florida",81,20,8,27,21,35,35,21,54,22,39,36,41,39,40,23,25
"G12010500123071","2013-2017",,,"Florida","12","Polk County","105",,,"012307","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.07, Polk County, Florida",157,8,8,0,15,0,30,3,0,25,23,3,29,13,0,0,0,"Block Group 1, Census Tract 123.07, Polk County, Florida",70,13,13,13,15,13,39,7,13,40,26,9,34,21,13,13,13
"G12010500123072","2013-2017",,,"Florida","12","Polk County","105",,,"012307","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 123.07, Polk County, Florida",881,147,23,68,25,55,23,27,55,20,54,93,159,35,27,33,37,"Block Group 2, Census Tract 123.07, Polk County, Florida",99,91,22,44,25,39,28,27,35,20,63,64,67,33,29,33,38
"G12010500123091","2013-2017",,,"Florida","12","Polk County","105",,,"012309","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.09, Polk County, Florida",488,26,16,33,16,28,6,40,10,34,62,85,57,35,6,34,0,"Block Group 1, Census Tract 123.09, Polk County, Florida",71,26,25,26,16,31,9,30,12,37,36,34,35,29,9,36,13
"G12010500124031","2013-2017",,,"Florida","12","Polk County","105",,,"012403","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 124.03, Polk County, Florida",2064,159,28,109,83,60,88,57,136,72,265,203,400,196,98,83,27,"Block Group 1, Census Tract 124.03, Polk County, Florida",254,100,33,91,67,52,94,38,91,86,140,93,168,123,70,62,39
